#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Density (g/mL)"
2700,-156057.8689280143,67202.02101331844,-88855.84791469586,537.4919868781973,0.9621320880879569
2800,-154634.74008247722,67789.20915580369,-86845.53092667353,542.1884069652236,0.9621320880879569
2900,-154346.89213931933,68933.51991981093,-85413.3722195084,551.3407785290262,0.9621320880879569
3000,-153606.16772948578,69514.9125067963,-84091.25522268948,555.990844881541,0.9621320880879569
3100,-153223.93851128663,70292.81773302576,-82931.12077826087,562.2126492163562,0.9621320880879569
3200,-153360.33358658757,70698.73207884142,-82661.60150774615,565.4592139021352,0.9621320880879569
3300,-152308.05442747753,70713.12600916042,-81594.92841831711,565.5743387464403,0.9621320880879569
3400,-151911.27444046503,71689.34468193911,-80221.92975852592,573.3822841943223,0.9621320880879569
3500,-150580.58119151555,71649.06210807199,-78931.51908344356,573.0600980407227,0.9621320880879569
3600,-151141.06803253386,73540.75204102369,-77600.31599151017,588.1901218895321,0.9621320880879569
3700,-150052.8919805456,73352.08853903785,-76700.80344150774,586.6811625010388,0.9621320880879569
3800,-149528.09769789595,72919.38078586478,-76608.71691203117,583.2203000673851,0.9621320880879569
3900,-149365.46605200414,73441.97045223368,-75923.49559977045,587.4000517156721,0.9621320880879569
4000,-148587.86221406749,73345.83242438547,-75242.02978968201,586.6311251443649,0.9621320880879569
4100,-149111.24670604337,74006.71852618491,-75104.52817985846,591.916992720966,0.9621320880879569
4200,-149141.66622289643,73927.73209012684,-75213.93413276959,591.2852471899073,0.9621320880879569
4300,-149438.79270204902,74260.14652190357,-75178.64618014544,593.9439483823498,0.9621320880879569
4400,-148666.08059500996,74214.76253931061,-74451.31805569935,593.5809603857315,0.9621320880879569
4500,-148660.46199173573,74018.97746529942,-74641.48452643631,592.0150415808414,0.9621320880879569
4600,-148851.20965479035,74190.48062341567,-74660.72903137468,593.3867499286234,0.9621320880879569
4700,-149075.02382175904,74270.80017208168,-74804.22364967735,594.0291578971145,0.9621320880879569
4800,-149212.44709310867,75260.5712326176,-73951.87586049107,601.9454974038765,0.9621320880879569
4900,-148699.4844762236,74482.40654889913,-74217.07792732446,595.7216178885953,0.9621320880879569
5000,-148500.3366916487,74957.07720219251,-73543.25948945619,599.5181059808339,0.9621320880879569
5100,-148478.4146556754,74354.66355299577,-74123.75110267964,594.6999099750154,0.9621320880879569
5200,-148501.12039912958,74457.15916301892,-74043.96123611066,595.5196854556773,0.9621320880879569
5300,-147953.6453073034,74156.6048939412,-73797.0404133622,593.1158066910893,0.9621320880879569
5400,-147965.79529655073,74295.49822280253,-73670.2970737482,594.2266966638628,0.9621320880879569
5500,-148911.44156962703,75030.54240969848,-73880.89915992855,600.1056918860403,0.9621320880879569
5600,-148307.17737425142,74564.79612336308,-73742.38125088834,596.380582238312,0.9621320880879569
5700,-148426.20129702985,74957.30552547658,-73468.89577155327,599.5199321451927,0.9621320880879569
5800,-148079.27285867138,74516.87820041738,-73562.394658254,595.9973274012876,0.9621320880879569
5900,-148920.8066901993,75078.09425428312,-73842.71243591618,600.4860187726447,0.9621320880879569
6000,-148225.67008654424,74573.80306162918,-73651.86702491506,596.4526211007053,0.9621320880879569
6100,-148667.18198574032,74512.65274899639,-74154.52923674393,595.9635315980443,0.9621320880879569
6200,-147855.9936076263,74544.65023236815,-73311.34337525815,596.2194523375289,0.9621320880879569
6300,-148345.9459265219,75497.60384878283,-72848.34207773907,603.8413203255167,0.9621320880879569
6400,-147466.83644922124,74527.21590120485,-72939.62054801639,596.0800099047634,0.9621320880879569
6500,-148390.40789961442,75251.74479753291,-73138.66310208151,601.8749022333864,0.9621320880879569
6600,-147705.23774152528,74783.36816459103,-72921.86957693426,598.1287546733694,0.9621320880879569
6700,-147559.0696604941,74759.48025802732,-72799.58940246678,597.9376955628295,0.9621320880879569
6800,-147680.0783099169,75182.06588973105,-72498.01242018584,601.3175997291878,0.9621320880879569
6900,-147768.4695197763,75090.10808134684,-72678.36143842945,600.5821071890513,0.9621320880879569
7000,-147781.9674638817,75106.58455440961,-72675.3829094721,600.7138885270188,0.9621320880879569
7100,-148235.87098703254,75441.65420291713,-72794.21678411542,603.3938265467873,0.9621320880879569
7200,-147845.87798643392,74717.59048694558,-73128.28749948833,597.6026548014194,0.9621320880879569
7300,-147607.10008909646,74791.33271196263,-72815.76737713383,598.1924563348193,0.9621320880879569
7400,-147878.22176494915,75776.48873876478,-72101.73302618437,606.071884099737,0.9621320880879569
7500,-147179.21691815462,75211.17911674036,-71968.03780141426,601.5504517475307,0.9621320880879569
7600,-147248.66598108504,76097.63163346495,-71151.0343476201,608.6404338240079,0.9621320880879569
7700,-146998.57195812557,75523.47214585869,-71475.09981226688,604.0482189006309,0.9621320880879569
7800,-147609.34466469195,75662.55627792352,-71946.78838676843,605.1606349464511,0.9621320880879569
7900,-148268.11503581237,75958.00712339161,-72310.10791242076,607.5236957526731,0.9621320880879569
8000,-148314.20985791553,74892.1336438558,-73422.07621405972,598.9986775220021,0.9621320880879569
8100,-147815.7944302624,73865.54899153486,-73950.24543872755,590.7878973080366,0.9621320880879569
8200,-148516.54262537602,74689.1414394544,-73827.40118592163,597.3751149918979,0.9621320880879569
8300,-147701.66143021383,74220.81263990363,-73480.8487903102,593.6293500106194,0.9621320880879569
8400,-147893.3969069142,74786.31224056892,-73107.08466634527,598.1523018408952,0.9621320880879569
8500,-148219.8267871188,75004.35961019713,-73215.46717692167,599.8962778726845,0.9621320880879569
8600,-147992.50436168537,74473.30287569482,-73519.20148599055,595.6488053254509,0.9621320880879569
8700,-147684.23037768807,73941.0659731428,-73743.16440454527,591.3918936146276,0.9621320880879569
8800,-148553.43410923937,75361.4490319076,-73191.98507733177,602.7523333881921,0.9621320880879569
8900,-148721.74799023848,75991.14964577835,-72730.59834446013,607.7887746883836,0.9621320880879569
9000,-147775.95700586867,74993.97202665405,-72781.98497921461,599.8131963993413,0.9621320880879569
9100,-147972.3936276259,74548.9019420215,-73423.49168560439,596.2534581581092,0.9621320880879569
9200,-147510.98527355213,74644.35952968989,-72866.62574386224,597.0169424653491,0.9621320880879569
9300,-147702.72248136252,75440.67409406463,-72262.0483872979,603.3859874870903,0.9621320880879569
9400,-148421.0500037903,75706.843714808,-72714.2062889823,605.5148526036858,0.9621320880879569
9500,-147769.53537509078,74728.8162168907,-73040.71915820008,597.6924398971856,0.9621320880879569
9600,-148612.26408873592,75583.3335845379,-73028.93050419801,604.5269997933469,0.9621320880879569
9700,-147945.3453732835,74747.74976670765,-73197.59560657584,597.843873308805,0.9621320880879569
9800,-148459.94391116593,75124.17828734592,-73335.76562382001,600.854605879413,0.9621320880879569
9900,-147789.7716285335,74734.95869556471,-73054.81293296878,597.741568376018,0.9621320880879569
10000,-147833.04161366634,75082.46595165972,-72750.57566200662,600.520984273288,0.9621320880879569
10100,-147920.53810473997,75079.38496277807,-72841.1531419619,600.4963420555307,0.9621320880879569
10200,-147704.5784559669,74850.84862448671,-72853.72983148019,598.6684736567851,0.9621320880879569
10300,-148683.8618492009,76180.92863894632,-72502.93321025459,609.3066559450408,0.9621320880879569
10400,-148043.2559547443,75501.21486050286,-72542.04109424143,603.8702017465629,0.9621320880879569
10500,-147728.00961454632,74878.28303122194,-72849.72658332437,598.8878982151925,0.9621320880879569
10600,-146886.33836400136,74063.24809550689,-72823.09026849447,592.3691248157169,0.9621320880879569
10700,-148271.4027604265,75254.30258649972,-73017.1001739268,601.8953598186354,0.9621320880879569
10800,-148054.18078368064,74918.53521439945,-73135.64556928119,599.2098412994337,0.9621320880879569
10900,-148541.13371515647,75928.85495005036,-72612.27876510611,607.2905322356428,0.9621320880879569
11000,-147763.57946004625,75089.82673137961,-72673.75272866664,600.5798569092143,0.9621320880879569
11100,-148127.546135352,75289.03681490337,-72838.50932044862,602.1731694612004,0.9621320880879569
11200,-147975.68201117683,74715.59843748435,-73260.08357369248,597.5867220867966,0.9621320880879569
11300,-149033.87248283438,75518.62612567004,-73515.24635716435,604.0094596939825,0.9621320880879569
11400,-148339.37239120435,74985.92224200908,-73353.45014919527,599.7488129972126,0.9621320880879569
11500,-148240.5171932159,74899.30031190449,-73341.21688131141,599.0559976232535,0.9621320880879569
11600,-147964.92411755398,74641.3086226671,-73323.61549488688,596.9925408468749,0.9621320880879569
11700,-148478.65775967855,74719.81243950501,-73758.84532017354,597.6204263159946,0.9621320880879569
11800,-148333.36770810932,74541.42526170984,-73791.94244639948,596.1936585316191,0.9621320880879569
11900,-148211.66418493912,74748.0967678572,-73463.56741708191,597.8466486767852,0.9621320880879569
12000,-148241.28311129124,75220.74704944203,-73020.53606184921,601.6269775287585,0.9621320880879569
12100,-148451.37935106736,75184.16200950276,-73267.2173415646,601.334364813985,0.9621320880879569
12200,-148084.11338442843,74606.23357521463,-73477.8798092138,596.7120052817119,0.9621320880879569
12300,-148501.53858828638,74842.5591877792,-73658.97940050717,598.602173481004,0.9621320880879569
12400,-148547.7726849818,74908.80296549751,-73638.9697194843,599.1320012922401,0.9621320880879569
12500,-148387.94472635444,74361.38063841822,-74026.56408793622,594.7536342460315,0.9621320880879569
12600,-148336.46256907703,73961.38167971931,-74375.08088935772,591.5543817262646,0.9621320880879569
12700,-148658.6441565575,74820.51577662257,-73838.12837993493,598.4258669253157,0.9621320880879569
12800,-149066.41232367512,74624.33342754305,-74442.07889613206,596.8567706539955,0.9621320880879569
12900,-148403.52655508276,74565.82893444132,-73837.69762064144,596.3888428184275,0.9621320880879569
13000,-148201.60173321236,74161.0142622015,-74040.58747101086,593.151073489191,0.9621320880879569
13100,-147745.91466465313,74604.86381673673,-73141.0508479164,596.701049745037,0.9621320880879569
13200,-148149.2916066125,74672.67711124197,-73476.61449537054,597.2434307902909,0.9621320880879569
13300,-148104.18864673842,74922.93909691274,-73181.24954982568,599.2450642216963,0.9621320880879569
13400,-147993.48754144832,74168.48091435526,-73825.00662709307,593.2107929089486,0.9621320880879569
13500,-148847.58544697706,75151.39191473974,-73696.19353223732,601.0722646110629,0.9621320880879569
13600,-148232.114821882,74824.49428025237,-73407.62054162961,598.4576876025594,0.9621320880879569
13700,-147887.22702479735,75091.92951727298,-72795.29750752437,600.5966753106665,0.9621320880879569
13800,-147759.47953587305,74767.74315656489,-72991.73637930816,598.0037834822903,0.9621320880879569
13900,-148019.668052678,75298.14024513308,-72721.52780754492,602.2459800809971,0.9621320880879569
14000,-146845.02361709904,74350.85698055662,-72494.16663654242,594.6694644295891,0.9621320880879569
14100,-147649.16289407853,75009.42989719892,-72639.73299687961,599.9368307994201,0.9621320880879569
14200,-147027.29413411114,74887.45077032945,-72139.84336378169,598.9612231871766,0.9621320880879569
14300,-147019.25988289434,74930.04128990835,-72089.218592986,599.3018686416652,0.9621320880879569
14400,-147438.13347704243,75094.74878697284,-72343.3846900696,600.6192242585951,0.9621320880879569
14500,-147667.6886496893,75419.70458290842,-72247.98406678089,603.2182701469677,0.9621320880879569
14600,-147175.857338747,75132.80211492814,-72043.05522381887,600.9235805642778,0.9621320880879569
14700,-147995.37032637652,75875.41760218749,-72119.95272418903,606.8631321985126,0.9621320880879569
14800,-148388.0011064792,75904.87523489818,-72483.12587158103,607.0987388260464,0.9621320880879569
14900,-147853.96896501118,75250.30998383672,-72603.65898117446,601.8634263751794,0.9621320880879569
15000,-147484.58452420286,74761.16787780449,-72723.41664639837,597.951193402529,0.9621320880879569
15100,-147486.14946501981,75136.03664222301,-72350.1128227968,600.9494508056205,0.9621320880879569
15200,-147378.1218420528,74941.95285762683,-72436.16898442595,599.3971391722729,0.9621320880879569
15300,-147650.74119646568,75255.10512426333,-72395.63607220235,601.9017786377512,0.9621320880879569
15400,-147665.38547522482,75305.16257399274,-72360.22290123207,602.3021457354578,0.9621320880879569
15500,-147670.5287547605,75438.27014525654,-72232.25860950397,603.366760338833,0.9621320880879569
15600,-147879.1857344238,75042.67214721302,-72836.5135872108,600.2027073718648,0.9621320880879569
15700,-147788.97512059938,74870.08941682981,-72918.88570376957,598.8223644408665,0.9621320880879569
15800,-147836.84512625914,75321.47582513961,-72515.36930111953,602.4326215997124,0.9621320880879569
15900,-148094.5432143798,75482.99922841543,-72611.54398596438,603.7245103501541,0.9621320880879569
16000,-148032.61685829982,75282.41980960808,-72750.19704869174,602.1202456462656,0.9621320880879569
16100,-147929.90332327504,75030.78794879513,-72899.11537447991,600.1076557450868,0.9621320880879569
16200,-147550.11032143934,75012.72085976135,-72537.38946167799,599.9631524186177,0.9621320880879569
16300,-147333.7944178991,75524.91670382675,-71808.87771407235,604.0597726950065,0.9621320880879569
16400,-147287.03858143138,75032.28349656868,-72254.7550848627,600.1196173636833,0.9621320880879569
16500,-147224.38913270924,74914.64853221783,-72309.74060049141,599.1787550241006,0.9621320880879569
16600,-147654.46024801861,75792.04142772406,-71862.41882029455,606.1962768719181,0.9621320880879569
16700,-146772.72002168652,75041.00233086152,-71731.717690825,600.189351926672,0.9621320880879569
16800,-147391.3937221486,75598.34920477984,-71793.04451736878,604.6470970082275,0.9621320880879569
16900,-147248.4748510695,74688.28536947235,-72560.18948159716,597.3682680139555,0.9621320880879569
17000,-147104.88342831377,74544.20972556144,-72560.67370275233,596.2159290970785,0.9621320880879569
17100,-147975.1966992286,75544.5301108011,-72430.6665884275,604.2166437075913,0.9621320880879569
17200,-147352.6058045769,74947.5561510534,-72405.04965352349,599.4419551654751,0.9621320880879569
17300,-148193.99038783088,75627.7796107065,-72566.21077712439,604.8824858718008,0.9621320880879569
17400,-148665.1487548584,76083.56166432783,-72581.58709053058,608.5279000705167,0.9621320880879569
17500,-147301.11695197318,74617.61955887545,-72683.49739309773,596.803072111074,0.9621320880879569
17600,-147820.853136939,74627.62821820437,-73193.22491873463,596.8831228909103,0.9621320880879569
17700,-148168.53751439508,75182.54102725675,-72985.99648713833,601.3213999513965,0.9621320880879569
17800,-148010.84672839753,74515.0985014569,-73495.74822694063,595.9830930982728,0.9621320880879569
17900,-147945.14200098254,75056.18938506744,-72888.9526159151,600.3108202964752,0.9621320880879569
18000,-147515.27906434983,74807.82144165307,-72707.45762269676,598.3243357031594,0.9621320880879569
18100,-148041.74788613897,75105.87175793643,-72935.87612820254,600.7081874723953,0.9621320880879569
18200,-148084.91464994848,74535.72899680119,-73549.18565314729,596.1480989383604,0.9621320880879569
18300,-147900.5126662748,74716.29951991898,-73184.21314635582,597.5923294507578,0.9621320880879569
18400,-148498.96100508422,75406.6350091165,-73092.32599596772,603.1137377076282,0.9621320880879569
18500,-147118.93928925414,74250.14881918952,-72868.79047006462,593.8639852351861,0.9621320880879569
18600,-147733.86118666828,74832.84246428334,-72901.01872238494,598.52445764837,0.9621320880879569
18700,-147999.40424227435,74817.73776307818,-73181.66647919617,598.4036479503945,0.9621320880879569
18800,-147705.38965609018,74644.86282838718,-73060.526827703,597.0209679248921,0.9621320880879569
18900,-147371.540746429,74534.41498656431,-72837.12575986469,596.1375892845978,0.9621320880879569
19000,-148156.93166375067,75592.5128764566,-72564.41878729407,604.6004171664724,0.9621320880879569
19100,-147920.3865993824,74588.78074133908,-73331.6058580433,596.5724148614391,0.9621320880879569
19200,-148632.74833197065,75100.8672651439,-73531.88106682675,600.6681607777539,0.9621320880879569
19300,-148264.27804327104,74961.64842850342,-73302.62961476762,599.5546673442465,0.9621320880879569
19400,-148754.86723957304,75371.732185198,-73383.13505437505,602.8345796124885,0.9621320880879569
19500,-147908.8901670361,74425.2648175899,-73483.6253494462,595.264589629148,0.9621320880879569
19600,-147747.73868113896,74189.79045646172,-73557.94822467724,593.3812298683371,0.9621320880879569
19700,-148211.4707772052,74964.37768483534,-73247.09309236985,599.5764963515653,0.9621320880879569
19800,-147414.00601463486,74247.52330259886,-73166.482712036,593.8429859540987,0.9621320880879569
19900,-147702.2504005581,74356.31447854638,-73345.93592201173,594.7131143287091,0.9621320880879569
20000,-148196.64623679873,75299.27156317467,-72897.37467362406,602.2550285347905,0.9621320880879569
20100,-147209.7338231001,74957.1656907713,-72252.5681323288,599.5188137259481,0.9621320880879569
20200,-148023.39846266713,75450.76109981537,-72572.63736285176,603.4666648935264,0.9621320880879569
20300,-148136.24413929367,75455.18072276772,-72681.06341652595,603.5020137102151,0.9621320880879569
20400,-147998.61698632513,75169.50205630925,-72829.11493001587,601.217112278262,0.9621320880879569
20500,-148142.83542801533,74951.80471275467,-73191.03071526065,599.4759358082558,0.9621320880879569
20600,-147546.29070774931,74332.92011564877,-73213.37059210055,594.5260026554888,0.9621320880879569
20700,-147886.9892085772,75129.03352702572,-72757.95568155148,600.8934388249542,0.9621320880879569
20800,-147265.59306526696,74572.34552997578,-72693.24753529119,596.4409635408208,0.9621320880879569
20900,-148061.48105307948,74947.42713236669,-73114.05392071279,599.4409232543924,0.9621320880879569
21000,-148590.21755935065,75784.68623225857,-72805.53132709209,606.1374488997081,0.9621320880879569
21100,-149100.0811836971,76106.98846214521,-72993.09272155189,608.7152711631593,0.9621320880879569
21200,-148701.03728303034,74856.93143164646,-73844.10585138388,598.7171248737691,0.9621320880879569
21300,-148591.8724082699,74160.70287555899,-74431.16953271092,593.1485829714559,0.9621320880879569
21400,-149090.80450910423,74317.91622123914,-74772.88828786509,594.4059992255987,0.9621320880879569
21500,-148799.4518519519,74738.30776953592,-74061.14408241597,597.768354779103,0.9621320880879569
21600,-147988.20229536947,74223.53561215824,-73764.66668321122,593.6511287569322,0.9621320880879569
21700,-149858.9039619984,76045.85722082458,-73813.04674117384,608.226334195754,0.9621320880879569
21800,-148982.76726805698,75109.98208638187,-73872.7851816751,600.7410625045676,0.9621320880879569
21900,-148006.3606624906,74851.89782220358,-73154.46284028701,598.6768652997291,0.9621320880879569
22000,-148303.53095393907,75309.55223137629,-72993.97872256278,602.3372548829689,0.9621320880879569
22100,-148362.82434650324,75240.18865858112,-73122.63568792213,601.7824744761227,0.9621320880879569
22200,-148245.6053370135,75278.88106267666,-72966.72427433683,602.0919422099918,0.9621320880879569
22300,-148041.72023692448,75203.02165063366,-72838.69858629082,601.4852070926904,0.9621320880879569
22400,-146825.12016019318,74268.78085458744,-72556.33930560574,594.0130070886156,0.9621320880879569
22500,-147805.13491314556,75073.97059708089,-72731.16431606468,600.453037135048,0.9621320880879569
22600,-147664.81623640284,74929.6177191385,-72735.19851726433,599.2984808582142,0.9621320880879569
22700,-147713.6143405307,75293.42756565823,-72420.18677487248,602.2082873536615,0.9621320880879569
22800,-147609.6005095928,75305.17409281805,-72304.42641677475,602.302237864775,0.9621320880879569
22900,-147173.5802857587,74872.85149983037,-72300.72878592834,598.8444560008747,0.9621320880879569
23000,-147733.5045857234,74927.2507887343,-72806.2537969891,599.2795497887824,0.9621320880879569
23100,-147678.27529676165,74946.40700439317,-72731.86829236848,599.4327641156777,0.9621320880879569
23200,-147884.6389053138,75010.79097892344,-72873.84792639036,599.9477169381015,0.9621320880879569
23300,-147727.0301258606,74808.92868720181,-72918.10143865878,598.3331916214931,0.9621320880879569
23400,-147491.96428948175,74678.42851518514,-72813.53577429662,597.2894313939355,0.9621320880879569
23500,-148245.05892382457,75850.5988887237,-72394.46003510087,606.664628352791,0.9621320880879569
23600,-147025.35636988794,75477.35750465747,-71547.99886523047,603.6793869853153,0.9621320880879569
23700,-146977.2207600691,75326.73574345885,-71650.48501661024,602.4746912265717,0.9621320880879569
23800,-147029.2321802294,74947.09491706546,-72082.13726316392,599.4382661458764,0.9621320880879569
23900,-147719.06604519696,75877.75679429085,-71841.30925090611,606.8818414127946,0.9621320880879569
24000,-147502.4801003458,75694.14401162462,-71808.33608872117,605.4132784457383,0.9621320880879569
24100,-147563.1634133039,76165.00970704737,-71398.15370625653,609.1793339061151,0.9621320880879569
24200,-147471.37506452668,76054.32843630548,-71417.0466282212,608.2940882658169,0.9621320880879569
24300,-147975.95709528145,76266.89703910542,-71709.06005617604,609.9942442870803,0.9621320880879569
24400,-148244.80197052658,76839.48745949715,-71405.31451102943,614.573909572188,0.9621320880879569
24500,-147220.24085192382,76057.69684079522,-71162.5440111286,608.3210292773297,0.9621320880879569
24600,-148003.9265980532,76200.7572215232,-71803.16937652999,609.4652479648272,0.9621320880879569
24700,-147114.5164998453,75526.9608063181,-71587.55569352722,604.0761217376825,0.9621320880879569
24800,-146930.9808047684,75357.08486343082,-71573.89594133757,602.7174281048348,0.9621320880879569
24900,-147918.47240533587,76224.75756992446,-71693.7148354114,609.6572064022885,0.9621320880879569
25000,-147728.2461847784,76334.26440232247,-71393.98178245593,610.533058706056,0.9621320880879569
25100,-147590.38809154066,76416.72539518657,-71173.66269635409,611.1925942710011,0.9621320880879569
25200,-147030.3574552508,75853.36250308622,-71176.99495216459,606.6867321608652,0.9621320880879569
25300,-146982.23214777652,75333.90458872728,-71648.32755904924,602.532028741558,0.9621320880879569
25400,-146757.71788899694,75580.34355488955,-71177.37433410739,604.5030850813743,0.9621320880879569
25500,-147266.70016769785,76175.96767733712,-71090.73249036074,609.2669774194258,0.9621320880879569
25600,-147575.38448314462,76171.71614193614,-71403.66834120848,609.2329729925425,0.9621320880879569
25700,-147763.75973979756,76563.81894292822,-71199.94079686934,612.3690708418018,0.9621320880879569
25800,-147122.9348294353,76057.01989641786,-71065.91493301746,608.3156149732223,0.9621320880879569
25900,-146705.1279538013,75785.02477495465,-70920.10317884665,606.1401566156908,0.9621320880879569
26000,-146786.09010047186,75794.86358320364,-70991.22651726822,606.2188489007518,0.9621320880879569
26100,-146889.04925630707,75562.96331379114,-71326.08594251593,604.3640752691759,0.9621320880879569
26200,-146833.08199999668,75207.66858316679,-71625.41341682989,601.5223739659847,0.9621320880879569
26300,-147323.05470305122,75793.33326915652,-71529.72143389471,606.2066092162106,0.9621320880879569
26400,-147325.96741499472,75445.26643171255,-71880.70098328218,603.4227177021876,0.9621320880879569
26500,-148155.49350711796,75961.70678965934,-72193.78671745863,607.5532862462779,0.9621320880879569
26600,-147999.88371343073,75970.63116384344,-72029.25254958728,607.6246647485838,0.9621320880879569
26700,-147585.05299100745,76009.19129355345,-71575.861697454,607.9330745317956,0.9621320880879569
26800,-148135.75934745092,75888.22009619046,-72247.53925126046,606.9655284930718,0.9621320880879569
26900,-147441.0529288021,74211.56039219041,-73229.49253661168,593.5553491259515,0.9621320880879569
27000,-148424.69655443728,74698.4742005784,-73726.22235385887,597.4497598350732,0.9621320880879569
27100,-148005.1426022118,74246.32914555015,-73758.81345666165,593.8334349043672,0.9621320880879569
27200,-148699.01436945517,74941.53205903992,-73757.48231041525,599.3937735611627,0.9621320880879569
27300,-148548.86206801422,74615.99196014513,-73932.8701078691,596.7900543288376,0.9621320880879569
27400,-149125.55787043273,75475.47887476883,-73650.0789956639,603.6643614176877,0.9621320880879569
27500,-149150.78830733546,75001.99174903193,-74148.79655830353,599.8773393588848,0.9621320880879569
27600,-148284.97531063668,74696.3891021777,-73588.58620845899,597.4330829008778,0.9621320880879569
27700,-148665.95897148643,74771.80364128051,-73894.15533020592,598.0362598567293,0.9621320880879569
27800,-149073.63309997832,75726.82214569137,-73346.81095428695,605.6746431330224,0.9621320880879569
27900,-147920.2947677886,74950.12904631684,-72970.16572147177,599.4625335731824,0.9621320880879569
28000,-148439.70009098016,75323.04309829045,-73116.6569926897,602.4451568887874,0.9621320880879569
28100,-148177.36996606644,74663.71496161539,-73513.65500445105,597.1717501542497,0.9621320880879569
28200,-147862.42195391003,74558.71328460937,-73303.70866930066,596.3319307686345,0.9621320880879569
28300,-148029.9434360955,74687.2612683142,-73342.68216778128,597.3600770971059,0.9621320880879569
28400,-148653.72271426674,75216.77767000883,-73436.94504425791,601.5952298282273,0.9621320880879569
28500,-148338.04450903926,75192.8976701824,-73145.14683885686,601.4042339569748,0.9621320880879569
28600,-148542.0423689196,75656.00295758108,-72886.03941133851,605.108220493457,0.9621320880879569
28700,-148380.90957095288,75382.57395400293,-72998.33561694995,602.921293728647,0.9621320880879569
28800,-147687.5842516562,74235.93282778002,-73451.65142387617,593.7502835733474,0.9621320880879569
28900,-149017.88897913788,75559.23233454482,-73458.65664459305,604.334234329605,0.9621320880879569
29000,-148460.92114925198,74950.23174738605,-73510.68940186594,599.463354991957,0.9621320880879569
29100,-148693.30833575036,74769.95900255512,-73923.34933319525,598.021506155596,0.9621320880879569
29200,-149201.34956048895,75106.26245695027,-74095.08710353868,600.7113123425412,0.9621320880879569
29300,-148622.79381705355,74615.2508818421,-74007.54293521144,596.7841270718367,0.9621320880879569
29400,-148455.5170072373,75051.21660221461,-73404.30040502269,600.2710472227554,0.9621320880879569
29500,-148270.2671887586,75377.31133548426,-72892.95585327432,602.879202505182,0.9621320880879569
29600,-147871.70807339344,75630.78817496542,-72240.91989842802,604.9065488264083,0.9621320880879569
29700,-148015.8337363014,75482.18260641274,-72533.65112988866,603.7179788831515,0.9621320880879569
29800,-148327.09723147843,75113.59273642651,-73213.50449505192,600.7699410328789,0.9621320880879569
29900,-148067.1948897997,74895.79657314159,-73171.3983166581,599.0279741876369,0.9621320880879569
30000,-147942.10948465415,74688.19919010694,-73253.91029454721,597.3675787382814,0.9621320880879569
