#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Density (g/mL)"
4000,-238319.63293473097,125810.06397905694,-112509.56895567403,582.2925710491423,0.9525552254942915
4100,-237859.69877130399,125666.98864242499,-112192.710128879,581.6303688135962,0.9525552254942915
4200,-237285.00155889848,125657.03662996367,-111627.96492893482,581.5843074514131,0.9525552254942915
4300,-237571.20408533,126618.96461496735,-110952.23947036266,586.0364434875664,0.9525552254942915
4400,-236700.96167495893,126915.326931332,-109785.63474362693,587.4081109814068,0.9525552254942915
4500,-236209.18808899308,126867.9364549435,-109341.25163404958,587.1887714352152,0.9525552254942915
4600,-236699.73664132738,127880.17834096123,-108819.55830036616,591.8737776397348,0.9525552254942915
4700,-235192.53752093995,127731.48647065953,-107461.05105028042,591.1855801401572,0.9525552254942915
4800,-235970.34556518262,128739.17324122181,-107231.17232396081,595.8495036919377,0.9525552254942915
4900,-235634.72901402833,128481.89004948549,-107152.83896454284,594.6587079283427,0.9525552254942915
5000,-236073.60035933787,129345.2333479207,-106728.36701141717,598.6545598740787,0.9525552254942915
5100,-235813.34626403125,128921.11047803797,-106892.23578599328,596.6915722677305,0.9525552254942915
5200,-235144.10841895128,127612.11573132254,-107531.99268762874,590.6330909948681,0.9525552254942915
5300,-235428.6073504989,128736.26906806714,-106692.33828243177,595.8360621722411,0.9525552254942915
5400,-235538.5455078245,129311.19029988674,-106227.35520793777,598.4969968513833,0.9525552254942915
5500,-235009.03496452747,129078.33616039448,-105930.69880413299,597.4192672065835,0.9525552254942915
5600,-235257.32640410075,129462.03784329817,-105795.28856080258,599.1951715530837,0.9525552254942915
5700,-235579.11570014292,128715.86299495341,-106863.25270518952,595.7416157948797,0.9525552254942915
5800,-236622.82128090644,129481.73701179354,-107141.08426911291,599.2863461309188,0.9525552254942915
5900,-234946.17634644965,127925.64235066343,-107020.53399578622,592.0842008305544,0.9525552254942915
6000,-235263.02591036493,128493.20946970116,-106769.81644066377,594.7110981274388,0.9525552254942915
6100,-234976.73322495585,129479.07557436265,-105497.6576505932,599.2740280762632,0.9525552254942915
6200,-235003.10651534284,129672.38252770365,-105330.72398763918,600.1687196398996,0.9525552254942915
6300,-234729.11105258064,128810.44573040493,-105918.66532217572,596.1793774687956,0.9525552254942915
6400,-235226.36671278486,129341.58667436684,-105884.78003841802,598.6376818052478,0.9525552254942915
6500,-234196.24579560803,129357.62940102583,-104838.6163945822,598.7119331032557,0.9525552254942915
6600,-233678.35415584175,128344.79958220641,-105333.55457363534,594.0242057420029,0.9525552254942915
6700,-234589.41308397474,129874.65631694585,-104714.75676702888,601.1049128272211,0.9525552254942915
6800,-234369.27724146517,130534.74799258955,-103834.52924887562,604.1600458331362,0.9525552254942915
6900,-233802.26653493615,129982.86092860135,-103819.4056063348,601.6057212643805,0.9525552254942915
7000,-234712.05240770662,129949.88728660508,-104762.16512110154,601.4531078233916,0.9525552254942915
7100,-233365.82028673077,128852.0491945974,-104513.77109213336,596.371932717263,0.9525552254942915
7200,-233152.59843880543,128792.80348838912,-104359.79495041631,596.0977230594617,0.9525552254942915
7300,-234192.79990765685,129718.42036721134,-104474.37954044552,600.381798713899,0.9525552254942915
7400,-233875.86390635604,130021.83793357917,-103854.02597277687,601.7861203494973,0.9525552254942915
7500,-233216.4390616552,128710.34566298872,-104506.09339866647,595.7160796707142,0.9525552254942915
7600,-234193.08710296312,129218.89491143986,-104974.19219152327,598.0698218120027,0.9525552254942915
7700,-234840.40008380124,129762.53091069323,-105077.86917310802,600.585957594056,0.9525552254942915
7800,-235194.99232711876,129630.57726149377,-105564.41506562498,599.9752303817684,0.9525552254942915
7900,-234318.7129154713,128184.58516117651,-106134.12775429478,593.2826778849295,0.9525552254942915
8000,-233843.29452889832,127897.82415519748,-105945.47037370084,591.9554485825427,0.9525552254942915
8100,-235138.45481236326,129144.61700610956,-105993.8378062537,597.7260379277968,0.9525552254942915
8200,-234527.136116697,128894.93218830973,-105632.20392838726,596.5704100717232,0.9525552254942915
8300,-234502.3228631881,129036.929944842,-105465.3929183461,597.2276248931714,0.9525552254942915
8400,-234968.73588889604,129784.92639522487,-105183.80949367117,600.6896116568184,0.9525552254942915
8500,-234238.60765508795,129125.58205535501,-105113.02559973294,597.637937579827,0.9525552254942915
8600,-235079.40811235318,129658.46975903888,-105420.9383533143,600.1043265255493,0.9525552254942915
8700,-234973.11784285074,128843.62534455524,-106129.4924982955,596.3329442202855,0.9525552254942915
8800,-236359.15158906067,130097.09701504034,-106262.05457402032,602.1344454568284,0.9525552254942915
8900,-235504.28849752108,128864.46157041186,-106639.82692710921,596.4293814935949,0.9525552254942915
9000,-235414.69745831797,129141.69472112134,-106273.00273719663,597.7125125802585,0.9525552254942915
9100,-233942.8777031959,127817.84792684554,-106125.02977635036,591.5852908848436,0.9525552254942915
9200,-234238.57846747572,128335.19879260007,-105903.37967487564,593.9797699608963,0.9525552254942915
9300,-234503.97629454406,128430.95654832572,-106073.01974621834,594.4229700358019,0.9525552254942915
9400,-234748.73342295596,128813.73903038865,-105934.99439256731,596.194620002295,0.9525552254942915
9500,-233673.2022759146,128283.91434728715,-105389.28792862745,593.7424077772075,0.9525552254942915
9600,-233929.56477955217,128194.55849788984,-105735.00628166232,593.3288379431401,0.9525552254942915
9700,-234696.4774063402,129620.18366241892,-105076.29374392127,599.9271252037219,0.9525552254942915
9800,-234149.67812773818,129148.06399637274,-105001.61413136544,597.7419917931653,0.9525552254942915
9900,-235059.1645490718,130308.14695156645,-104751.01759750536,603.1112576948382,0.9525552254942915
10000,-234125.7249482856,129684.70399804623,-104441.02095023938,600.2257476742075,0.9525552254942915
10100,-233411.13510431582,129085.33791612624,-104325.79718818958,597.4516737583168,0.9525552254942915
10200,-233252.4403186054,128777.78761621844,-104474.65270238696,596.0282243998453,0.9525552254942915
10300,-234737.98757501645,130267.61099986418,-104470.37657515227,602.9236432640836,0.9525552254942915
10400,-233350.61851632083,128964.82679814554,-104385.79171817529,596.8939065455072,0.9525552254942915
10500,-233888.9167044484,129621.5453346906,-104267.3713697578,599.9334274948337,0.9525552254942915
10600,-233333.10661063576,129734.32171659754,-103598.78489403822,600.4553956688993,0.9525552254942915
10700,-233648.15291416412,130881.87353888433,-102766.27937527979,605.7666631452654,0.9525552254942915
10800,-233268.368243529,130615.9322157866,-102652.4360277424,604.5357945495657,0.9525552254942915
10900,-233118.27633324498,130083.64726213494,-103034.62907111004,602.0721953398539,0.9525552254942915
11000,-231893.29035838274,129149.02572055766,-102744.26463782508,597.7464429859441,0.9525552254942915
11100,-233122.32500733482,130347.20219104254,-102775.12281629228,603.2920188763225,0.9525552254942915
11200,-234306.21743644634,130963.55525246193,-103342.66218398442,606.1447144195635,0.9525552254942915
11300,-233572.38358056033,130126.53046595742,-103445.85311460291,602.2706736667767,0.9525552254942915
11400,-233928.42861809256,130809.47950584372,-103118.94911224884,605.4315984748042,0.9525552254942915
11500,-233765.07701233448,130279.09729364619,-103485.9797186883,602.9768058118688,0.9525552254942915
11600,-234655.63504450815,130647.86695389863,-104007.76809060952,604.6835995833834,0.9525552254942915
11700,-234581.91955807852,130547.29936623783,-104034.62019184069,604.2181379396077,0.9525552254942915
11800,-233540.75102315703,129652.2770228762,-103888.47400028084,600.0756643967183,0.9525552254942915
11900,-233396.99592768075,129406.48233057722,-103990.51359710353,598.9380413894457,0.9525552254942915
12000,-233196.0136216511,129213.75942144729,-103982.25420020381,598.0460529847977,0.9525552254942915
12100,-234406.0523695317,130417.63364130363,-103988.41872822808,603.6180000336176,0.9525552254942915
12200,-234150.81220867718,128795.72153073968,-105355.0906779375,596.1112287706029,0.9525552254942915
12300,-234432.81065051118,129209.44283981249,-105223.36781069869,598.0260743492357,0.9525552254942915
12400,-234582.02335442835,129283.5335393676,-105298.48981506075,598.3689917802448,0.9525552254942915
12500,-234934.9120427058,130143.48674468556,-104791.42529802024,602.3491532003193,0.9525552254942915
12600,-234564.24821453914,130031.63043519133,-104532.61777934781,601.8314434401979,0.9525552254942915
12700,-235692.6301354901,130524.64458481793,-105167.98555067217,604.1132837609965,0.9525552254942915
12800,-234794.0741201979,129620.86552654253,-105173.20859365538,599.9302811071615,0.9525552254942915
12900,-233929.3374544629,128710.05888539692,-105219.27856906597,595.7147523646469,0.9525552254942915
13000,-234661.6156621282,128311.26964882761,-106350.34601330059,593.8690175917329,0.9525552254942915
13100,-235662.68108228454,129319.33258024324,-106343.3485020413,598.5346821462877,0.9525552254942915
13200,-234423.09010515036,128173.52477304824,-106249.56533210212,593.231486576092,0.9525552254942915
13300,-236205.35099202069,128849.16187078063,-107356.18912124005,596.3585691821407,0.9525552254942915
13400,-235247.15348764276,128006.49943435448,-107240.65405328828,592.4584354319918,0.9525552254942915
13500,-234544.84436338255,127602.99385651131,-106941.85050687124,590.5908717973839,0.9525552254942915
13600,-234640.6397400885,128013.57829632971,-106627.06144375878,592.4911988581382,0.9525552254942915
13700,-235090.51697928156,128858.88595582754,-106231.63102345401,596.4035756172699,0.9525552254942915
13800,-234866.77848615358,129190.20934272488,-105676.5691434287,597.9370550600374,0.9525552254942915
13900,-234544.56188764377,128334.84799479367,-106209.7138928501,593.9781463470919,0.9525552254942915
14000,-235441.5076221251,128160.8887150865,-107280.61890703859,593.1730025212736,0.9525552254942915
14100,-235118.54951715702,128345.94660174707,-106772.60291540995,594.0295145458954,0.9525552254942915
14200,-236588.0559526221,129955.62778827979,-106632.4281643423,601.4796768543066,0.9525552254942915
14300,-234560.05040967884,128663.27667817101,-105896.77373150783,595.4982280989135,0.9525552254942915
14400,-234990.43083522609,129028.18928276119,-105962.2415524649,597.1871700802992,0.9525552254942915
14500,-235441.7670139172,129040.01866401592,-106401.74834990129,597.241920555793,0.9525552254942915
14600,-235457.82146112854,129359.83433882153,-106097.98712230701,598.7221383194161,0.9525552254942915
14700,-234688.88671800168,127796.45310745004,-106892.43361055164,591.4862682470758,0.9525552254942915
14800,-235330.27400306473,128429.35887646698,-106900.91512659774,594.4155754568238,0.9525552254942915
14900,-235777.13089526026,128478.48970426596,-107298.6411909943,594.6429699523993,0.9525552254942915
15000,-235249.11307455087,128897.8571667939,-106351.25590775697,596.5839478856941,0.9525552254942915
15100,-235419.0587795903,128962.5389393305,-106456.5198402598,596.883317542136,0.9525552254942915
15200,-234338.99045744026,129311.70240682666,-105027.2880506136,598.4993670597535,0.9525552254942915
15300,-233390.71647697734,129229.03036831692,-104161.68610866042,598.116732218508,0.9525552254942915
15400,-233938.29689870914,129093.40783998789,-104844.88905872125,597.4890241622904,0.9525552254942915
15500,-234426.88985274034,128740.2220330027,-105686.66781973763,595.8543578637207,0.9525552254942915
15600,-234371.08685807372,128901.3190754347,-105469.76778263901,596.5999707984836,0.9525552254942915
15700,-234715.06458869996,129557.22664610844,-105157.83794259152,599.6357383167466,0.9525552254942915
15800,-234267.58059903095,128677.59636787593,-105589.98423115502,595.5645045848414,0.9525552254942915
15900,-233603.16588976886,127927.49511973746,-105675.6707700314,592.0927760878396,0.9525552254942915
16000,-234450.3105334961,129394.2002379056,-105056.11029559048,598.881195608644,0.9525552254942915
16100,-235151.82426849985,129414.49946725648,-105737.32480124338,598.9751474760478,0.9525552254942915
16200,-234565.8176473328,129747.97319529939,-104817.8444520334,600.5185794427606,0.9525552254942915
16300,-234128.8285996453,130662.07866578398,-103466.74993386131,604.7493763105466,0.9525552254942915
16400,-233907.20753808925,130910.0663381666,-102997.14119992265,605.8971491895445,0.9525552254942915
16500,-233562.0061012418,131145.2288197041,-102416.77728153771,606.9855626412027,0.9525552254942915
16600,-233454.07642084965,130151.8453308898,-103302.23108995985,602.3878396336399,0.9525552254942915
16700,-232633.44485007832,129415.76269312066,-103217.68215695766,598.9809941230727,0.9525552254942915
16800,-233693.38558690483,130375.90820087935,-103317.47738602548,603.4248802368828,0.9525552254942915
16900,-234357.7201798209,130387.68286094791,-103970.03731887299,603.4793774437652,0.9525552254942915
17000,-234691.0791614321,130339.45757305995,-104351.62158837216,603.2561741006801,0.9525552254942915
17100,-233179.9433581191,129256.4980886284,-103923.44526949071,598.2438623460604,0.9525552254942915
17200,-232765.7460012366,128490.02191642183,-104275.72408481478,594.6963450263302,0.9525552254942915
17300,-233850.94054874638,129745.82596134907,-104105.11458739731,600.5086412999917,0.9525552254942915
17400,-233622.9742962406,128865.01377686416,-104757.96051937644,596.4319372964034,0.9525552254942915
17500,-234144.45736249024,129198.70593886182,-104945.75142362842,597.9763802511491,0.9525552254942915
17600,-234640.8783210502,129111.63136860263,-105529.24695244757,597.5733689674281,0.9525552254942915
17700,-233876.55710557336,129309.40539349057,-104567.15171208279,598.4887356860867,0.9525552254942915
17800,-234341.50070147263,129654.21809890773,-104687.2826025649,600.0846483692023,0.9525552254942915
17900,-233694.93385901907,129645.38373653276,-104049.55012248631,600.0437598789003,0.9525552254942915
18000,-233323.92564961268,128628.76303835982,-104695.16261125286,595.3384870144064,0.9525552254942915
18100,-234639.22407113807,129527.70729638822,-105111.51677474985,599.4991125373722,0.9525552254942915
18200,-233932.49999233196,129199.5530723019,-104732.94692003005,597.9803010782534,0.9525552254942915
18300,-234009.5787686915,129469.63146752841,-104539.9473011631,599.2303174773187,0.9525552254942915
18400,-233906.7064605453,129322.62256930768,-104584.08389123762,598.5499093557053,0.9525552254942915
18500,-233295.49803048326,128436.5525810509,-104858.94544943236,594.4488704143578,0.9525552254942915
18600,-234881.55292360345,129410.69142747205,-105470.8614961314,598.9575225483862,0.9525552254942915
18700,-233957.41877306113,128323.66918116808,-105633.74959189305,593.9264069240168,0.9525552254942915
18800,-233900.45858759293,128416.07308747634,-105484.3855001166,594.3540842216626,0.9525552254942915
18900,-233868.98736637738,129155.27860850561,-104713.70875787176,597.7753835180807,0.9525552254942915
19000,-234314.66352416435,129323.92934407108,-104990.73418009328,598.5559575621261,0.9525552254942915
19100,-234445.80180836143,129318.14078645382,-105127.66102190761,598.5291661116569,0.9525552254942915
19200,-234643.4743599128,128911.26564617967,-105732.20871373313,596.6460069745178,0.9525552254942915
19300,-234427.6720016771,128301.675116256,-106125.9968854211,593.8246107703512,0.9525552254942915
19400,-235385.20055252174,128734.80558704329,-106650.39496547845,595.8292886749459,0.9525552254942915
19500,-235752.24382358487,129309.7848074059,-106442.45901617897,598.490491745159,0.9525552254942915
19600,-235846.19115376333,128930.14391529653,-106916.0472384668,596.733382145576,0.9525552254942915
19700,-234993.0422124588,127728.6446819423,-107264.3975305165,591.1724273572542,0.9525552254942915
19800,-234625.304622008,128402.95050683105,-106222.35411517695,594.2933483712778,0.9525552254942915
19900,-235162.52356959833,129551.19505832042,-105611.32851127791,599.6078220384338,0.9525552254942915
20000,-235307.03606243012,129345.85742787691,-105961.17863455322,598.6574483323685,0.9525552254942915
20100,-235171.80689250538,129359.68270298443,-105812.12418952095,598.7214364962181,0.9525552254942915
20200,-234224.86514011165,128887.944081767,-105336.92105834465,596.5380666931663,0.9525552254942915
20300,-235501.3772395649,130084.81700646301,-105416.56023310189,602.077609321937,0.9525552254942915
20400,-234318.21920638764,129087.26174282574,-105230.9574635619,597.4605778949151,0.9525552254942915
20500,-234926.4807839077,129270.6227080928,-105655.8580758149,598.3092359793206,0.9525552254942915
20600,-234951.99706875393,129068.21974621667,-105883.77732253727,597.372444936289,0.9525552254942915
20700,-235550.2495984384,129011.51389655331,-106538.73570188507,597.1099906146736,0.9525552254942915
20800,-235236.37683233107,129594.24241351313,-105642.13441881794,599.8070601147788,0.9525552254942915
20900,-235071.1977983648,130036.3825568899,-105034.81524147489,601.8534379060957,0.9525552254942915
21000,-234266.49498958746,128920.87310515065,-105345.62188443681,596.690473623755,0.9525552254942915
21100,-234414.0793989119,129088.98345097667,-105325.09594793525,597.4685465568336,0.9525552254942915
21200,-234832.8956845873,129484.43939188268,-105348.45629270462,599.298853682384,0.9525552254942915
21300,-233720.7620284618,128090.98763654474,-105629.77439191705,592.8494761080769,0.9525552254942915
21400,-234118.21117306734,129881.91857506649,-104236.29259800084,601.1385250742779,0.9525552254942915
21500,-233291.29750381457,129357.2339128782,-103934.06359093636,598.7101026470663,0.9525552254942915
21600,-234451.77380902367,130308.97276371007,-104142.8010453136,603.1150798395944,0.9525552254942915
21700,-233506.76441387134,129911.09840139351,-103595.66601247783,601.273579421739,0.9525552254942915
21800,-233363.60984975332,129305.44295221916,-104058.16689753416,598.470396134841,0.9525552254942915
21900,-234197.7717565433,129118.94562465278,-105078.82613189053,597.6072218789205,0.9525552254942915
22000,-234164.07576205628,128728.38895995542,-105435.68680210086,595.7995903013319,0.9525552254942915
22100,-234616.43560469477,129192.62038591236,-105423.8152187824,597.9482142033694,0.9525552254942915
22200,-234770.91481696302,129087.05987103411,-105683.8549459289,597.459643562312,0.9525552254942915
22300,-234084.0908400924,129354.0873581284,-104730.003481964,598.6955393013588,0.9525552254942915
22400,-233695.24470468843,129423.5765440939,-104271.66816059453,599.017159332986,0.9525552254942915
22500,-233525.20230598887,129110.02734072041,-104415.17496526847,597.565944970571,0.9525552254942915
22600,-234010.883519324,129527.74911793531,-104483.1344013887,599.4993061019838,0.9525552254942915
22700,-234881.6455098153,130985.93056717538,-103895.71494263993,606.2482751294181,0.9525552254942915
22800,-233691.86596436286,130013.5174639537,-103678.34850040916,601.7476103329111,0.9525552254942915
22900,-234235.92839099886,130062.71594712441,-104173.21244387445,601.9753179609905,0.9525552254942915
23000,-233557.36008555302,128806.5029321122,-104750.85715344083,596.1611288320619,0.9525552254942915
23100,-234741.44261032203,130266.49474110967,-104474.94786921237,602.9184768317683,0.9525552254942915
23200,-234464.0106924274,130076.11259468482,-104387.89809774258,602.0373222880266,0.9525552254942915
23300,-233975.53343394632,130007.21077893168,-103968.32265501464,601.7184208092743,0.9525552254942915
23400,-233817.06275577703,129212.67130636517,-104604.39144941187,598.0410168111506,0.9525552254942915
23500,-233952.3779226062,129129.12968316005,-104823.24823944614,597.6543572306116,0.9525552254942915
23600,-234156.37938311184,129754.75715717312,-104401.62222593871,600.5499779690502,0.9525552254942915
23700,-234536.0293261786,130571.23922686744,-103964.79009931115,604.3289399100995,0.9525552254942915
23800,-234716.5164798447,130562.05596589262,-104154.46051395207,604.2864365961791,0.9525552254942915
23900,-234129.35556310276,129904.99624470249,-104224.35931840027,601.2453365260899,0.9525552254942915
24000,-234244.49252941692,129398.6632865984,-104845.82924281852,598.9018521445032,0.9525552254942915
24100,-234975.3433128358,129240.97933538212,-105734.36397745367,598.1720361785707,0.9525552254942915
24200,-234643.24717092002,128852.759097078,-105790.48807384202,596.3752183919344,0.9525552254942915
24300,-234627.97771987552,129030.43149967963,-105597.54622019589,597.1975478371576,0.9525552254942915
24400,-234380.18693696568,129410.95663695887,-104969.2303000068,598.95875002979,0.9525552254942915
24500,-235722.47089519957,130458.14976313338,-105264.3211320662,603.8055226848508,0.9525552254942915
24600,-234952.67565558339,130015.05379730038,-104937.621858283,601.7547210160006,0.9525552254942915
24700,-233432.34732927987,128699.72109624755,-104732.62623303232,595.6669054942745,0.9525552254942915
24800,-232722.74099896336,128102.9606101932,-104619.78038877016,592.9048911789256,0.9525552254942915
24900,-234289.06660194928,130547.78170306538,-103741.2848988839,604.2203703615822,0.9525552254942915
25000,-234239.29907775344,130495.44532246003,-103743.85375529341,603.9781394568497,0.9525552254942915
25100,-233253.3195997835,130013.86077447794,-103239.45882530557,601.7491992929793,0.9525552254942915
25200,-233024.47969141556,129947.8594542509,-103076.62023716467,601.4437223125841,0.9525552254942915
25300,-233242.06658550212,129645.78723098757,-103596.27935451455,600.0456273910536,0.9525552254942915
25400,-233887.15395415062,130731.05053201364,-103156.10342213698,605.0686020071778,0.9525552254942915
25500,-234261.4261465841,129993.96997080464,-104267.45617577946,601.6571377611364,0.9525552254942915
25600,-233185.10618111352,129299.15898180741,-103885.9471993061,598.4413117422914,0.9525552254942915
25700,-234307.6758456421,130577.26925434882,-103730.40659129329,604.3568489667725,0.9525552254942915
25800,-233302.71725847805,130482.24663369579,-102820.47062478226,603.9170513517178,0.9525552254942915
25900,-232903.06547974283,129979.13033940876,-102923.93514033407,601.5884548048956,0.9525552254942915
26000,-232332.5397663531,129863.63494370831,-102468.90482264478,601.0539020928172,0.9525552254942915
26100,-233658.62494995957,131267.8284450093,-102390.79650495027,607.5529961896071,0.9525552254942915
26200,-232687.65194784338,130911.79456871329,-101775.85737913009,605.9051480393708,0.9525552254942915
26300,-233713.75488190958,131057.24078775384,-102656.51409415575,606.578323540248,0.9525552254942915
26400,-233553.5252608494,130700.72874174034,-102852.79651910905,604.9282622548668,0.9525552254942915
26500,-232885.4417789192,129219.71379245399,-103665.72798646521,598.07361187709,0.9525552254942915
26600,-234344.71130491933,130960.76982926537,-103383.94147565396,606.1318225158215,0.9525552254942915
26700,-233174.83841516124,130053.68314005714,-103121.1552751041,601.9335109998887,0.9525552254942915
26800,-233402.70775830979,130313.51993277943,-103089.18782553036,603.1361257137053,0.9525552254942915
26900,-233259.6114067682,129529.49338164553,-103730.11802512268,599.5073791588467,0.9525552254942915
27000,-234473.37217837432,130096.93195368443,-104376.4402246899,602.133681495677,0.9525552254942915
27100,-233725.56254340848,129710.29036557837,-104015.2721778301,600.344170249182,0.9525552254942915
27200,-233765.53076621378,129930.39335091528,-103835.1374152985,601.3628831340967,0.9525552254942915
27300,-233880.75655804807,130846.26265588467,-103034.4939021634,605.601843639072,0.9525552254942915
27400,-233003.78819982568,129629.04452399677,-103374.74367582891,599.9681363415172,0.9525552254942915
27500,-233065.45033151144,129590.82002455648,-103474.63030695496,599.7912201127815,0.9525552254942915
27600,-232925.5912832641,129087.95187031454,-103837.63941294956,597.4637720440721,0.9525552254942915
27700,-233535.72885679686,129822.23327886953,-103713.49557792733,600.8622808416851,0.9525552254942915
27800,-234082.86222056905,131335.1040865,-102747.75813406904,607.8643711703808,0.9525552254942915
27900,-232754.0330026676,130281.1500117206,-102472.882990947,602.9863065024128,0.9525552254942915
28000,-233508.19053197885,130846.00855991896,-102662.18197205989,605.6006675948947,0.9525552254942915
28100,-232389.14588428428,129850.83629793837,-102538.30958634592,600.9946655252834,0.9525552254942915
28200,-232822.45726629952,130511.07050293521,-102311.38676336431,604.0504582064333,0.9525552254942915
28300,-232958.09009708324,130213.38663152559,-102744.70346555766,602.6726740979074,0.9525552254942915
28400,-232299.64361943537,130187.42007448839,-102112.22354494699,602.5524918741626,0.9525552254942915
28500,-233798.884077976,131417.19137097942,-102381.69270699657,608.2442995673484,0.9525552254942915
28600,-233234.4230050561,130615.76574562636,-102618.65725942975,604.5350240679797,0.9525552254942915
28700,-233253.60910604754,130771.50914848037,-102482.09995756717,605.2558585036646,0.9525552254942915
28800,-232534.79569457518,130095.67309005884,-102439.12260451633,602.127855038604,0.9525552254942915
28900,-232922.80361543456,130698.96640841657,-102223.83720701799,604.9201055655711,0.9525552254942915
29000,-232944.9051968106,130851.9105101712,-102092.9946866394,605.6279838657708,0.9525552254942915
29100,-232536.89500825712,129758.22074096545,-102778.67426729167,600.5660086350215,0.9525552254942915
29200,-234039.63752847025,131230.06435695884,-102809.57317151141,607.3782109043228,0.9525552254942915
29300,-233539.6358041861,130323.04456315021,-103216.5912410359,603.1802090034795,0.9525552254942915
29400,-233290.82511301013,130736.61633081036,-102554.20878219977,605.0943624526363,0.9525552254942915
29500,-233525.3820326724,131232.51146679145,-102292.87056588096,607.389536976586,0.9525552254942915
29600,-233234.99902196834,130792.24739577645,-102442.7516261919,605.3518422982448,0.9525552254942915
29700,-233298.39586439217,130952.01274666318,-102346.38311772898,606.0912917030864,0.9525552254942915
29800,-233007.90083957603,129904.04077133129,-103103.86006824474,601.2409142642431,0.9525552254942915
29900,-233293.8827609294,129661.04598857393,-103632.83677235548,600.1162502085372,0.9525552254942915
30000,-234515.39551786566,131292.06841557974,-103223.32710228593,607.6651871728973,0.9525552254942915
